order_dow,order_hour_of_day,category,items
2,14,food storage,1
2,14,lunch meat,1
2,14,milk,1
2,14,packaged cheese,1
2,14,refrigerated,1
2,14,soy lactosefree,1
2,14,tea,1
2,14,water seltzer sparkling water,1
2,13,bread,1
2,13,buns rolls,1
2,13,chips pretzels,1
2,13,fresh fruits,1
2,13,fresh vegetables,2
2,15,asian foods,1
2,15,chips pretzels,1
2,15,crackers,1
2,15,energy granola bars,4
2,15,fruit vegetable snacks,1
2,15,packaged cheese,1
2,15,refrigerated,3
2,15,soft drinks,1
2,15,specialty cheeses,1
2,10,bread,1
2,10,crackers,1
2,10,fresh fruits,2
2,10,juice nectars,1
2,10,oils vinegars,1
2,10,refrigerated,1
2,12,packaged cheese,1
2,16,butter,1
2,16,chips pretzels,2
2,16,fresh fruits,1
2,16,ice cream ice,1
2,16,preserved dips spreads,1
2,16,refrigerated,2
2,16,soft drinks,1
2,16,soy lactosefree,1
2,16,yogurt,1
2,4,cleaning products,1
2,4,coffee,1
2,4,fresh vegetables,1
2,4,packaged vegetables fruits,1
2,4,plates bowls cups flatware,5
2,4,refrigerated,1
2,4,skin care,3
2,8,crackers,2
2,8,fresh fruits,2
2,8,fresh herbs,1
2,8,fresh vegetables,4
2,8,ice cream ice,1
2,8,other creams cheeses,1
2,8,packaged vegetables fruits,2
2,8,water seltzer sparkling water,2
2,8,yogurt,2
2,15,canned meat seafood,1
2,15,condiments,1
2,15,fresh vegetables,2
2,15,frozen produce,1
2,15,other creams cheeses,1
2,15,packaged cheese,1
2,15,tortillas flat bread,1
2,10,cereal,2
2,10,crackers,2
2,10,fresh dips tapenades,1
2,10,fresh fruits,3
2,10,frozen produce,2
2,10,milk,1
2,10,packaged cheese,2
2,10,packaged vegetables fruits,4
2,10,yogurt,1
2,6,baking ingredients,1
2,6,energy granola bars,2
2,6,fresh fruits,1
2,6,hot cereal pancake mixes,1
2,6,packaged produce,1
2,6,soy lactosefree,1
2,6,spreads,2
2,6,tea,1
2,6,vitamins supplements,2
2,15,cream,1
2,15,fresh vegetables,1
2,12,baking ingredients,1
2,12,dry pasta,1
2,12,eggs,1
2,12,fresh dips tapenades,1
2,12,fresh fruits,5
2,12,fresh vegetables,7
2,12,frozen produce,2
2,12,ice cream ice,2
2,12,milk,1
2,12,other creams cheeses,1
2,12,packaged cheese,2
2,12,packaged vegetables fruits,2
2,12,pickled goods olives,1
2,12,preserved dips spreads,1
2,12,soy lactosefree,1
2,12,specialty cheeses,1
2,12,yogurt,1
2,14,eggs,1
2,14,fresh fruits,2
2,14,fresh vegetables,3
2,14,frozen meat seafood,1
2,14,lunch meat,1
2,14,packaged vegetables fruits,4
2,14,yogurt,4
2,9,ice cream ice,1
2,9,other creams cheeses,2
2,9,popcorn jerky,1
2,11,chips pretzels,3
2,11,fresh fruits,4
2,11,granola,1
2,11,nuts seeds dried fruit,1
2,11,water seltzer sparkling water,2
2,11,canned jarred vegetables,1
2,11,fresh fruits,1
2,11,fresh vegetables,2
2,11,grains rice dried goods,1
2,11,milk,1
2,11,nuts seeds dried fruit,1
2,11,oils vinegars,1
2,11,packaged vegetables fruits,1
2,11,soup broth bouillon,1
2,11,spices seasonings,1
2,11,water seltzer sparkling water,1
2,18,baking ingredients,1
2,18,canned jarred vegetables,1
2,18,fresh fruits,5
2,18,fresh herbs,1
2,18,fresh vegetables,7
2,18,missing,2
2,18,packaged vegetables fruits,1
2,7,canned jarred vegetables,1
2,7,canned meals beans,1
2,7,canned meat seafood,1
2,7,dry pasta,1
2,7,energy granola bars,1
2,7,fresh fruits,3
2,7,fresh vegetables,1
2,7,frozen breads doughs,1
2,7,frozen breakfast,1
2,7,fruit vegetable snacks,1
2,7,packaged vegetables fruits,1
2,7,pasta sauce,2
2,7,water seltzer sparkling water,1
2,7,yogurt,1
2,13,bakery desserts,1
2,13,hot dogs bacon sausage,1
2,13,water seltzer sparkling water,1
2,15,baby food formula,4
2,15,bread,1
2,15,canned fruit applesauce,1
2,15,canned jarred vegetables,1
2,15,crackers,1
2,15,energy sports drinks,1
2,15,fresh dips tapenades,1
2,15,fresh fruits,5
2,15,fresh vegetables,1
2,15,frozen breakfast,1
2,15,frozen meals,3
2,15,fruit vegetable snacks,1
2,15,latino foods,2
2,15,milk,1
2,15,other creams cheeses,1
2,15,packaged cheese,3
2,15,pickled goods olives,1
2,15,soup broth bouillon,1
2,15,soy lactosefree,1
2,13,bread,1
2,13,canned meals beans,1
2,13,fresh fruits,7
2,13,fresh vegetables,1
2,13,granola,1
2,13,ice cream ice,1
2,13,lunch meat,1
2,13,milk,1
2,13,missing,1
2,13,packaged seafood,1
2,13,packaged vegetables fruits,2
2,13,soy lactosefree,2
2,13,spreads,1
2,13,yogurt,2
2,19,breakfast bakery,1
2,19,canned fruit applesauce,1
2,19,canned jarred vegetables,2
2,19,eggs,1
2,19,fresh fruits,1
2,19,fresh vegetables,2
2,19,frozen appetizers sides,1
2,19,frozen produce,1
2,19,meat counter,1
2,21,eggs,1
2,21,fresh fruits,1
2,21,fresh vegetables,1
2,21,packaged cheese,1
2,21,packaged vegetables fruits,1
2,21,refrigerated,2
2,23,baking ingredients,1
2,23,butter,1
2,23,fresh fruits,2
2,23,fresh vegetables,3
2,23,kitchen supplies,1
2,23,packaged vegetables fruits,2
2,23,spices seasonings,3
2,10,energy granola bars,1
2,10,packaged produce,1
2,10,tea,1
2,18,candy chocolate,1
2,18,fresh fruits,1
2,18,fresh vegetables,3
2,18,missing,2
2,21,baking ingredients,1
2,21,breakfast bakery,1
2,21,coffee,2
2,21,cream,1
2,21,packaged vegetables fruits,1
2,21,prepared meals,1
2,14,bread,1
2,14,breakfast bakery,2
2,14,crackers,1
2,14,fresh dips tapenades,1
2,14,fresh fruits,2
2,14,fresh vegetables,1
2,14,frozen breakfast,1
2,14,honeys syrups nectars,1
2,14,other creams cheeses,1
2,14,packaged cheese,4
2,14,soft drinks,1
2,14,soy lactosefree,1
2,17,bread,1
2,17,ice cream ice,1
2,17,laundry,1
2,17,milk,1
2,13,bread,1
2,13,canned meals beans,1
2,13,food storage,1
2,13,fresh herbs,1
2,13,fresh vegetables,1
2,13,ice cream ice,1
2,13,laundry,1
2,13,nuts seeds dried fruit,1
2,13,oils vinegars,1
2,13,water seltzer sparkling water,1
2,9,fresh dips tapenades,1
2,9,fresh fruits,1
2,9,fresh vegetables,4
2,9,packaged produce,5
2,13,candy chocolate,3
2,13,dish detergents,1
2,17,energy granola bars,1
2,17,fresh fruits,2
2,17,fresh vegetables,1
2,17,packaged vegetables fruits,1
2,17,prepared meals,1
2,17,water seltzer sparkling water,1
2,16,dog food care,1
2,16,juice nectars,1
2,16,more household,1
2,16,spirits,1
2,16,water seltzer sparkling water,1
2,9,chips pretzels,1
2,9,crackers,1
2,0,crackers,1
2,0,fresh fruits,2
2,0,juice nectars,1
2,0,milk,1
2,14,bread,1
2,14,fresh fruits,2
2,14,fresh vegetables,1
2,14,juice nectars,1
2,14,lunch meat,1
2,14,packaged cheese,1
2,14,packaged vegetables fruits,1
2,15,baby food formula,1
2,12,asian foods,1
2,12,bread,1
2,12,canned fruit applesauce,1
2,12,chips pretzels,1
2,12,energy granola bars,1
2,12,fresh fruits,2
2,12,fresh vegetables,1
2,12,lunch meat,1
2,12,milk,1
2,12,packaged cheese,1
2,12,packaged vegetables fruits,2
2,12,pasta sauce,1
2,12,yogurt,1
2,13,yogurt,2
2,14,cream,1
2,14,fresh fruits,2
2,14,fresh vegetables,3
2,14,packaged vegetables fruits,1
2,14,yogurt,1
2,17,baking ingredients,1
2,17,cereal,1
2,17,chips pretzels,1
2,17,cookies cakes,1
2,17,dry pasta,1
2,17,energy granola bars,1
2,17,fresh dips tapenades,1
2,17,fresh fruits,4
2,17,fresh vegetables,2
2,17,frozen meals,1
2,17,frozen pizza,1
2,17,frozen produce,1
2,17,frozen vegan vegetarian,1
2,17,juice nectars,1
2,17,other creams cheeses,1
2,17,packaged vegetables fruits,2
2,17,refrigerated,1
2,17,soft drinks,1
2,17,soy lactosefree,1
2,17,yogurt,1
2,22,candy chocolate,1
2,22,cereal,1
2,22,dry pasta,1
2,22,fresh dips tapenades,1
2,22,fresh fruits,2
2,22,fresh herbs,3
2,22,fresh vegetables,4
2,22,other,1
2,22,packaged cheese,1
2,22,packaged vegetables fruits,2
2,22,prepared meals,1
2,22,water seltzer sparkling water,1
2,22,yogurt,1
2,14,cookies cakes,1
2,14,crackers,1
2,14,energy granola bars,2
2,14,fresh fruits,2
2,14,popcorn jerky,1
2,15,buns rolls,2
2,15,chips pretzels,2
2,15,dry pasta,1
2,15,eggs,1
2,15,fresh fruits,2
2,15,pasta sauce,1
2,10,frozen meals,1
2,10,soup broth bouillon,2
2,10,soy lactosefree,1
2,18,frozen meals,1
2,9,canned jarred vegetables,1
2,9,canned meals beans,1
2,9,fresh herbs,1
2,9,granola,1
2,9,ice cream ice,1
2,9,meat counter,1
2,9,nuts seeds dried fruit,1
2,9,oils vinegars,1
2,9,packaged vegetables fruits,1
2,9,prepared soups salads,1
2,9,refrigerated,1
2,9,salad dressing toppings,1
2,9,soup broth bouillon,2
2,9,tea,3
2,9,water seltzer sparkling water,1
2,11,fresh fruits,4
2,19,chips pretzels,1
2,19,soy lactosefree,1
2,22,asian foods,1
2,22,breakfast bakery,1
2,22,cleaning products,1
2,22,cookies cakes,1
2,22,crackers,1
2,22,fresh fruits,2
2,22,fresh pasta,1
2,22,fresh vegetables,2
2,22,fruit vegetable snacks,1
2,22,juice nectars,1
2,22,lunch meat,2
2,22,pasta sauce,2
2,22,poultry counter,1
2,22,soup broth bouillon,2
2,19,energy sports drinks,1
2,19,frozen meat seafood,1
2,14,water seltzer sparkling water,1
2,12,canned jarred vegetables,2
2,12,canned meals beans,3
2,12,cat food care,2
2,12,chips pretzels,1
2,12,fresh dips tapenades,2
2,12,frozen appetizers sides,1
2,12,hot cereal pancake mixes,1
2,12,hot dogs bacon sausage,2
2,12,other creams cheeses,1
2,12,packaged produce,1
2,12,packaged vegetables fruits,1
2,12,refrigerated pudding desserts,1
2,12,soft drinks,1
2,12,yogurt,1
2,11,beers coolers,1
2,11,chips pretzels,1
2,11,coffee,1
2,11,water seltzer sparkling water,1
2,16,yogurt,1
2,7,bread,1
2,7,eggs,1
2,7,fresh fruits,1
2,7,frozen produce,1
2,7,milk,2
2,11,energy granola bars,1
2,11,fresh fruits,1
2,11,refrigerated,1
2,11,tea,1
2,18,canned fruit applesauce,1
2,18,fresh fruits,2
2,18,fresh herbs,1
2,18,fresh vegetables,3
2,18,juice nectars,1
2,18,packaged vegetables fruits,4
2,18,salad dressing toppings,2
2,13,milk,1
2,13,packaged vegetables fruits,1
2,18,bread,3
2,18,butter,1
2,18,canned fruit applesauce,1
2,18,cereal,1
2,18,eggs,1
2,18,fresh dips tapenades,1
2,18,fresh fruits,2
2,18,fresh vegetables,3
2,18,frozen pizza,1
2,18,milk,1
2,18,packaged vegetables fruits,1
2,18,soy lactosefree,1
2,7,cleaning products,1
2,7,paper goods,2
2,11,breakfast bars pastries,1
2,11,cream,1
2,11,frozen meals,2
2,11,frozen pizza,1
2,11,instant foods,1
2,7,cereal,1
2,7,fresh fruits,1
2,7,fruit vegetable snacks,1
2,7,juice nectars,2
2,7,water seltzer sparkling water,2
2,19,breakfast bakery,1
2,19,candy chocolate,3
2,19,cereal,1
2,19,cookies cakes,1
2,19,crackers,1
2,19,energy granola bars,1
2,19,fresh fruits,1
2,19,frozen appetizers sides,1
2,19,frozen breakfast,1
2,19,ice cream ice,1
2,19,other creams cheeses,1
2,19,packaged cheese,1
2,19,packaged vegetables fruits,1
2,19,refrigerated,1
2,19,soy lactosefree,1
2,19,water seltzer sparkling water,1
2,8,breakfast bakery,1
2,8,buns rolls,1
2,8,cat food care,1
2,8,chips pretzels,1
2,8,deodorants,1
2,8,frozen appetizers sides,1
2,8,frozen meals,1
2,8,frozen meat seafood,1
2,8,frozen produce,2
2,8,instant foods,1
2,8,oils vinegars,2
2,8,oral hygiene,1
2,8,other creams cheeses,1
2,8,packaged vegetables fruits,2
2,8,paper goods,1
2,8,pickled goods olives,1
2,8,preserved dips spreads,1
2,8,refrigerated,1
2,9,canned jarred vegetables,1
2,9,cream,2
2,9,fresh fruits,2
2,9,fresh herbs,1
2,9,fresh vegetables,2
2,9,milk,1
2,9,other creams cheeses,1
2,9,soup broth bouillon,2
2,9,yogurt,1
2,14,asian foods,1
2,14,bread,1
2,14,cereal,1
2,14,cold flu allergy,1
2,14,dish detergents,1
2,14,fresh fruits,4
2,14,fresh herbs,1
2,14,fresh vegetables,2
2,14,frozen produce,1
2,14,milk,1
2,14,refrigerated,1
2,14,yogurt,2
2,19,bakery desserts,1
2,19,buns rolls,1
2,19,condiments,3
2,19,crackers,1
2,19,frozen meals,3
2,19,other creams cheeses,1
2,19,packaged cheese,1
2,19,pickled goods olives,1
2,19,crackers,1
2,19,milk,1
2,19,yogurt,1
2,6,cream,1
2,6,eggs,1
2,6,fresh fruits,2
2,6,milk,1
2,6,packaged cheese,1
2,14,bread,2
2,14,chips pretzels,1
2,14,crackers,1
2,14,fresh fruits,3
2,14,fresh herbs,1
2,14,fresh vegetables,8
2,14,lunch meat,1
2,14,packaged cheese,2
2,14,packaged vegetables fruits,2
2,14,pasta sauce,1
2,14,pickled goods olives,1
2,14,soy lactosefree,1
2,14,tea,1
2,14,yogurt,1
2,16,cold flu allergy,1
2,16,cookies cakes,2
2,16,crackers,1
2,16,dish detergents,1
2,16,dry pasta,1
2,16,energy granola bars,1
2,16,fresh herbs,1
2,16,fresh vegetables,3
2,16,frozen produce,1
2,16,juice nectars,1
2,16,oral hygiene,1
2,16,packaged vegetables fruits,3
2,16,pickled goods olives,2
2,16,refrigerated,3
2,16,tea,3
2,16,vitamins supplements,3
2,16,water seltzer sparkling water,1
2,9,breakfast bakery,1
2,9,chips pretzels,1
2,9,eggs,1
2,9,energy granola bars,1
2,9,fresh fruits,1
2,9,fresh vegetables,1
2,9,nuts seeds dried fruit,1
2,17,fresh fruits,1
2,17,packaged cheese,1
2,9,chips pretzels,1
2,9,eggs,1
2,9,feminine care,1
2,9,fresh fruits,2
2,9,fruit vegetable snacks,1
2,9,milk,1
2,9,tea,1
2,9,water seltzer sparkling water,1
2,9,yogurt,1
2,17,bread,1
2,17,fresh fruits,2
2,17,other creams cheeses,1
2,17,packaged vegetables fruits,2
2,19,fresh fruits,1
2,19,oils vinegars,1
2,19,packaged produce,1
2,12,fresh fruits,4
2,12,frozen appetizers sides,1
2,12,frozen breakfast,1
2,12,lunch meat,1
2,12,packaged cheese,1
2,12,packaged vegetables fruits,1
2,12,prepared meals,1
2,12,soy lactosefree,2
2,13,buns rolls,1
2,13,fresh fruits,3
2,13,fresh vegetables,1
2,13,frozen meals,1
2,13,milk,2
2,13,other creams cheeses,1
2,13,packaged vegetables fruits,1
2,13,tofu meat alternatives,1
2,18,butter,1
2,18,canned jarred vegetables,2
2,18,cookies cakes,1
2,18,fresh dips tapenades,2
2,18,fresh vegetables,3
2,18,frozen meals,2
2,18,frozen pizza,1
2,18,indian foods,1
2,18,lunch meat,1
2,18,milk,1
2,18,packaged vegetables fruits,2
2,18,popcorn jerky,1
2,18,tortillas flat bread,1
2,18,water seltzer sparkling water,2
2,18,yogurt,2
2,9,canned jarred vegetables,1
2,9,chips pretzels,1
2,9,fresh fruits,1
2,9,fresh vegetables,2
2,9,granola,1
2,9,meat counter,1
2,9,other creams cheeses,1
2,9,packaged cheese,2
2,9,packaged vegetables fruits,1
2,9,refrigerated,1
2,9,yogurt,1
2,11,baking ingredients,1
2,11,coffee,1
2,11,fresh fruits,1
2,11,meat counter,1
2,11,refrigerated,4
2,11,soy lactosefree,1
2,9,fresh vegetables,1
2,9,frozen meals,7
2,9,frozen pizza,1
2,9,spreads,1
2,17,baby food formula,2
2,17,energy granola bars,2
2,17,juice nectars,1
2,17,milk,1
2,17,missing,1
2,17,salad dressing toppings,1
2,17,baking ingredients,1
2,17,dry pasta,1
2,17,fresh dips tapenades,1
2,17,fresh fruits,1
2,17,frozen pizza,1
2,17,hot cereal pancake mixes,1
2,17,milk,1
2,17,pasta sauce,1
2,17,soft drinks,1
2,21,energy granola bars,1
2,21,soft drinks,1
2,20,candy chocolate,1
2,20,canned fruit applesauce,1
2,20,fresh vegetables,1
2,20,frozen produce,1
2,20,juice nectars,1
2,20,soup broth bouillon,1
2,20,yogurt,1
2,17,canned meals beans,2
2,17,eggs,1
2,17,fresh fruits,2
2,17,fresh herbs,1
2,17,fresh vegetables,2
2,17,packaged cheese,1
2,17,packaged poultry,1
2,17,packaged vegetables fruits,3
2,17,yogurt,1
2,11,soap,1
2,11,soft drinks,1
2,13,fresh fruits,2
2,13,meat counter,1
2,14,eggs,1
2,14,fresh vegetables,3
2,14,frozen meals,1
2,14,prepared meals,1
2,14,tea,1
2,15,butter,1
2,15,cereal,1
2,15,condiments,1
2,15,eggs,1
2,15,fresh vegetables,1
2,15,oils vinegars,1
2,15,packaged cheese,1
2,15,soup broth bouillon,2
2,15,spices seasonings,1
2,10,chips pretzels,2
2,10,crackers,1
2,10,fresh fruits,1
2,10,fresh vegetables,1
2,10,lunch meat,1
2,10,nuts seeds dried fruit,1
2,10,packaged produce,1
2,10,pasta sauce,1
2,10,spreads,1
2,13,dog food care,1
2,13,doughs gelatins bake mixes,1
2,13,fresh vegetables,1
2,13,ice cream ice,1
2,13,juice nectars,1
2,13,muscles joints pain relief,2
2,13,packaged cheese,2
2,13,packaged vegetables fruits,3
2,13,pasta sauce,1
2,13,soft drinks,1
2,13,water seltzer sparkling water,3
2,13,canned meals beans,2
2,13,energy granola bars,1
2,13,fresh fruits,5
2,13,fresh vegetables,5
2,13,packaged vegetables fruits,1
2,13,soup broth bouillon,1
2,13,spices seasonings,1
2,13,yogurt,3
2,15,candy chocolate,2
2,15,chips pretzels,1
2,15,frozen meals,1
2,15,ice cream ice,1
2,15,other creams cheeses,1
2,15,pasta sauce,1
2,15,preserved dips spreads,1
2,15,refrigerated,2
2,15,water seltzer sparkling water,1
2,10,tea,2
2,10,water seltzer sparkling water,6
2,13,candy chocolate,1
2,13,fresh fruits,1
2,13,fresh vegetables,1
2,13,packaged vegetables fruits,2
2,14,butter,1
2,14,canned jarred vegetables,1
2,14,fresh fruits,1
2,14,fresh vegetables,1
2,14,frozen pizza,1
2,14,grains rice dried goods,1
2,14,milk,1
2,14,nuts seeds dried fruit,1
2,14,other creams cheeses,1
2,14,seafood counter,1
2,14,specialty cheeses,1
2,17,canned jarred vegetables,1
2,17,fresh fruits,1
2,17,fresh vegetables,3
2,17,refrigerated,1
2,17,vitamins supplements,1
2,7,energy sports drinks,1
2,7,hot dogs bacon sausage,1
2,7,juice nectars,1
2,7,lunch meat,1
2,7,soy lactosefree,2
2,7,water seltzer sparkling water,1
2,11,bread,1
2,11,breakfast bars pastries,1
2,11,chips pretzels,2
2,11,cookies cakes,2
2,11,crackers,1
2,11,energy granola bars,3
2,11,energy sports drinks,1
2,11,packaged cheese,1
2,11,packaged vegetables fruits,1
2,11,soft drinks,1
2,16,canned jarred vegetables,1
2,16,dry pasta,1
2,16,fresh fruits,2
2,16,fresh herbs,1
2,16,nuts seeds dried fruit,1
2,16,packaged cheese,1
2,16,packaged vegetables fruits,2
2,16,paper goods,1
2,16,spreads,1
2,20,bread,1
2,20,eggs,1
2,20,fresh fruits,1
2,20,fresh vegetables,2
2,20,frozen produce,2
2,20,packaged vegetables fruits,1
2,20,tofu meat alternatives,1
2,18,baking ingredients,1
2,18,body lotions soap,1
2,18,breakfast bakery,1
2,18,butter,1
2,18,canned meals beans,1
2,18,condiments,1
2,18,eggs,1
2,18,fresh fruits,1
2,18,fresh vegetables,3
2,18,frozen pizza,1
2,18,instant foods,1
2,18,juice nectars,1
2,18,muscles joints pain relief,1
2,18,packaged vegetables fruits,1
2,18,paper goods,1
2,18,soft drinks,1
2,18,soup broth bouillon,1
2,12,cream,1
2,12,fresh fruits,2
2,12,packaged vegetables fruits,2
2,12,soap,1
2,12,soy lactosefree,1
2,18,facial care,1
2,18,fresh vegetables,1
2,18,grains rice dried goods,1
2,18,packaged produce,1
2,18,packaged vegetables fruits,1
2,18,water seltzer sparkling water,1
2,11,body lotions soap,1
2,11,bread,1
2,11,chips pretzels,1
2,11,cleaning products,1
2,11,cookies cakes,2
2,11,fresh dips tapenades,1
2,11,fresh fruits,2
2,11,fresh vegetables,1
2,11,frozen produce,1
2,11,hair care,1
2,11,lunch meat,2
2,11,oral hygiene,1
2,11,packaged vegetables fruits,1
2,11,popcorn jerky,4
2,11,soft drinks,1
2,16,tea,1
2,13,chips pretzels,1
2,13,fresh vegetables,1
2,13,lunch meat,1
2,22,bread,1
2,22,buns rolls,1
2,22,canned meat seafood,3
2,22,chips pretzels,2
2,22,condiments,2
2,22,crackers,3
2,22,fresh dips tapenades,2
2,22,fresh herbs,1
2,22,fresh vegetables,2
2,22,frozen meals,1
2,22,ice cream ice,2
2,22,instant foods,1
2,22,marinades meat preparation,1
2,22,oils vinegars,1
2,22,other creams cheeses,1
2,22,packaged cheese,3
2,22,packaged vegetables fruits,2
2,22,popcorn jerky,1
2,22,refrigerated,1
2,22,salad dressing toppings,2
2,22,spices seasonings,1
2,8,juice nectars,1
2,8,laundry,1
2,8,packaged cheese,1
2,18,crackers,1
2,18,fresh fruits,1
2,18,oils vinegars,1
2,18,packaged vegetables fruits,1
2,18,paper goods,1
2,18,prepared soups salads,1
2,11,asian foods,1
2,11,baby food formula,2
2,11,butter,1
2,11,canned jarred vegetables,1
2,11,canned meals beans,1
2,11,fresh fruits,6
2,11,fresh vegetables,4
2,11,frozen meat seafood,1
2,11,grains rice dried goods,2
2,11,hot dogs bacon sausage,1
2,11,juice nectars,1
2,11,latino foods,1
2,11,nuts seeds dried fruit,1
2,11,packaged poultry,1
2,11,packaged vegetables fruits,1
2,11,soup broth bouillon,1
2,11,soy lactosefree,1
2,11,water seltzer sparkling water,1
2,11,yogurt,3
2,9,baby food formula,7
2,9,cream,1
2,18,bread,1
2,18,canned jarred vegetables,1
2,18,dry pasta,1
2,18,fresh fruits,2
2,18,fresh vegetables,3
2,18,hot cereal pancake mixes,1
2,18,oils vinegars,1
2,18,packaged cheese,2
2,18,packaged poultry,1
2,18,packaged vegetables fruits,3
2,18,preserved dips spreads,2
2,18,yogurt,1
2,13,chips pretzels,1
2,13,cookies cakes,1
2,13,crackers,1
2,13,eggs,1
2,13,fresh dips tapenades,2
2,13,fresh fruits,6
2,13,fresh vegetables,6
2,13,frozen pizza,1
2,13,juice nectars,1
2,13,milk,1
2,13,packaged cheese,1
2,13,packaged vegetables fruits,2
2,13,refrigerated,1
2,13,soy lactosefree,1
2,13,yogurt,1
2,13,canned meat seafood,1
2,13,condiments,1
2,13,fresh fruits,2
2,13,fresh vegetables,3
2,13,packaged vegetables fruits,1
2,13,spices seasonings,1
2,17,milk,1
2,7,baby bath body care,1
2,7,cereal,1
2,7,chips pretzels,3
2,7,crackers,4
2,7,diapers wipes,2
2,7,doughs gelatins bake mixes,1
2,7,fresh dips tapenades,1
2,7,fresh fruits,2
2,7,frozen appetizers sides,1
2,7,frozen breakfast,2
2,7,frozen produce,1
2,7,instant foods,2
2,7,packaged cheese,1
2,7,packaged vegetables fruits,1
2,7,paper goods,1
2,7,popcorn jerky,1
2,7,soup broth bouillon,1
2,7,yogurt,1
2,20,energy granola bars,1
2,20,fresh dips tapenades,1
2,20,oral hygiene,1
2,20,other,1
2,20,paper goods,1
2,16,frozen appetizers sides,1
2,16,yogurt,1
2,10,fresh fruits,2
2,10,packaged vegetables fruits,1
2,14,digestion,1
2,14,water seltzer sparkling water,1
2,14,yogurt,1
2,8,bread,1
2,16,baking ingredients,1
2,16,candy chocolate,1
2,16,condiments,1
2,16,cream,1
2,16,fresh fruits,1
2,16,fresh herbs,1
2,16,fresh vegetables,3
2,16,lunch meat,1
2,16,nuts seeds dried fruit,1
2,16,other creams cheeses,1
2,19,fresh fruits,1
2,19,frozen meals,3
2,13,cream,2
2,13,water seltzer sparkling water,2
2,8,fresh fruits,2
2,18,cookies cakes,1
2,18,fresh fruits,2
2,18,fresh vegetables,2
2,18,packaged cheese,2
2,18,tortillas flat bread,1
2,14,candy chocolate,3
2,14,crackers,1
2,14,granola,1
2,14,milk,1
2,14,missing,1
2,14,packaged vegetables fruits,1
2,14,popcorn jerky,2
2,14,spreads,1
2,14,trail mix snack mix,1
2,14,water seltzer sparkling water,8
2,15,cereal,1
2,15,cream,2
2,15,energy sports drinks,2
2,15,tea,8
2,15,water seltzer sparkling water,3
2,8,baking ingredients,1
2,8,breakfast bakery,1
2,8,breakfast bars pastries,4
2,8,candy chocolate,2
2,8,crackers,1
2,8,energy granola bars,4
2,8,milk,2
2,8,mint gum,1
2,8,soy lactosefree,1
2,8,tea,1
2,8,trail mix snack mix,1
2,19,cookies cakes,1
2,19,tea,1
2,19,yogurt,1
2,14,baby food formula,2
2,14,baking ingredients,1
2,14,canned meals beans,1
2,14,cream,1
2,14,fresh fruits,1
2,14,fresh herbs,2
2,14,fresh vegetables,3
2,14,milk,1
2,14,refrigerated,1
