order_dow,order_hour_of_day,category,items
0,21,tortillas flat bread,1
0,21,water seltzer sparkling water,1
0,21,yogurt,1
0,13,bread,1
0,13,buns rolls,1
0,13,candy chocolate,1
0,13,cereal,1
0,13,cocoa drink mixes,1
0,13,coffee,2
0,13,fresh pasta,1
0,13,fresh vegetables,3
0,13,frozen pizza,1
0,13,instant foods,3
0,13,milk,1
0,13,oral hygiene,1
0,13,packaged cheese,2
0,13,paper goods,1
0,13,refrigerated,1
0,13,trail mix snack mix,1
0,13,yogurt,4
0,11,cereal,1
0,11,fresh fruits,3
0,11,fresh vegetables,2
0,11,frozen pizza,1
0,11,frozen produce,1
0,11,soy lactosefree,1
0,11,tofu meat alternatives,1
0,12,baking ingredients,1
0,12,candy chocolate,1
0,12,fresh fruits,5
0,12,fresh vegetables,2
0,12,juice nectars,1
0,12,refrigerated,1
0,12,soy lactosefree,1
0,12,spreads,1
0,12,vitamins supplements,1
0,12,water seltzer sparkling water,1
0,19,cookies cakes,1
0,19,eggs,1
0,19,energy granola bars,1
0,19,fresh dips tapenades,1
0,19,fresh fruits,2
0,19,fresh vegetables,3
0,19,frozen meals,4
0,19,soy lactosefree,1
0,16,cereal,1
0,16,fresh fruits,4
0,16,fresh vegetables,4
0,16,grains rice dried goods,1
0,16,milk,1
0,16,packaged vegetables fruits,1
0,16,poultry counter,1
0,16,preserved dips spreads,1
0,16,soft drinks,1
0,16,yogurt,1
0,13,crackers,1
0,13,eggs,1
0,13,feminine care,1
0,13,food storage,1
0,13,fresh fruits,3
0,13,fresh vegetables,1
0,13,frozen breakfast,1
0,13,frozen meals,1
0,13,frozen produce,1
0,13,grains rice dried goods,1
0,13,lunch meat,1
0,13,milk,1
0,13,packaged cheese,1
0,13,packaged meat,1
0,13,packaged vegetables fruits,2
0,13,refrigerated,1
0,13,salad dressing toppings,2
0,13,spreads,1
0,13,water seltzer sparkling water,1
0,13,yogurt,3
0,17,bread,1
0,17,butter,1
0,17,cream,1
0,17,fresh fruits,1
0,17,fresh vegetables,4
0,17,ice cream ice,1
0,17,packaged vegetables fruits,1
0,17,yogurt,1
0,14,breakfast bakery,1
0,14,condiments,1
0,14,dish detergents,1
0,14,fresh vegetables,1
0,14,frozen breakfast,1
0,14,frozen produce,1
0,14,ice cream ice,1
0,14,lunch meat,1
0,14,salad dressing toppings,1
0,14,soup broth bouillon,1
0,13,bread,1
0,13,candy chocolate,1
0,13,digestion,1
0,13,fresh fruits,2
0,13,frozen appetizers sides,1
0,13,frozen produce,4
0,13,juice nectars,1
0,13,packaged cheese,3
0,13,refrigerated,1
0,16,body lotions soap,1
0,16,buns rolls,1
0,16,chips pretzels,1
0,16,energy sports drinks,2
0,16,fresh fruits,1
0,16,fresh vegetables,2
0,16,ice cream toppings,1
0,16,missing,2
0,16,other creams cheeses,1
0,16,packaged cheese,1
0,16,packaged vegetables fruits,1
0,16,pickled goods olives,1
0,16,soup broth bouillon,1
0,16,yogurt,2
0,11,bread,1
0,11,buns rolls,1
0,11,butter,1
0,11,dry pasta,1
0,11,fresh dips tapenades,1
0,11,fresh fruits,7
0,11,fresh vegetables,2
0,11,fruit vegetable snacks,1
0,11,hot cereal pancake mixes,1
0,11,lunch meat,1
0,11,meat counter,1
0,11,milk,2
0,11,oils vinegars,1
0,11,packaged cheese,1
0,11,packaged produce,1
0,11,packaged vegetables fruits,2
0,11,poultry counter,1
0,11,refrigerated,1
0,11,water seltzer sparkling water,1
0,11,yogurt,1
0,14,breakfast bars pastries,1
0,14,fresh fruits,1
0,14,packaged cheese,1
0,14,tea,2
0,14,yogurt,1
0,0,candy chocolate,1
0,0,lunch meat,1
0,0,packaged cheese,1
0,0,soft drinks,1
0,13,breakfast bakery,1
0,13,breakfast bars pastries,1
0,13,butter,1
0,13,cereal,1
0,13,crackers,1
0,13,eggs,1
0,13,fresh fruits,1
0,13,fresh vegetables,3
0,13,granola,1
0,13,other creams cheeses,2
0,13,packaged cheese,1
0,13,packaged vegetables fruits,2
0,13,yogurt,2
0,12,frozen meals,1
0,12,frozen vegan vegetarian,1
0,12,instant foods,1
0,12,tortillas flat bread,1
0,8,candy chocolate,1
0,8,cereal,1
0,8,cookies cakes,1
0,8,crackers,1
0,8,fresh fruits,1
0,8,milk,1
0,8,packaged vegetables fruits,1
0,8,paper goods,1
0,8,soy lactosefree,1
0,9,canned jarred vegetables,1
0,9,cream,2
0,9,fresh fruits,2
0,9,fresh herbs,1
0,9,fresh vegetables,2
0,9,soup broth bouillon,1
0,9,yogurt,1
0,17,body lotions soap,1
0,17,fresh fruits,4
0,17,fresh vegetables,2
0,17,ice cream ice,1
0,17,juice nectars,1
0,17,packaged vegetables fruits,1
0,17,soy lactosefree,2
0,18,digestion,1
0,18,energy granola bars,1
0,18,refrigerated,2
0,18,tea,2
0,18,tortillas flat bread,1
0,19,bread,1
0,19,breakfast bars pastries,1
0,19,butter,1
0,19,candy chocolate,1
0,19,chips pretzels,1
0,19,crackers,1
0,19,fresh fruits,1
0,19,fresh vegetables,1
0,19,frozen pizza,1
0,19,frozen produce,1
0,19,fruit vegetable snacks,1
0,19,ice cream ice,1
0,19,meat counter,1
0,19,milk,1
0,19,packaged cheese,1
0,19,packaged poultry,1
0,19,soup broth bouillon,2
0,19,spices seasonings,1
0,19,yogurt,1
0,13,bulk dried fruits vegetables,1
0,13,fresh fruits,1
0,13,fresh herbs,1
0,13,fresh vegetables,3
0,13,frozen vegan vegetarian,2
0,13,granola,1
0,13,hot dogs bacon sausage,1
0,13,ice cream ice,1
0,13,packaged vegetables fruits,1
0,13,paper goods,1
0,13,soup broth bouillon,1
0,13,soy lactosefree,3
0,13,yogurt,1
0,1,packaged vegetables fruits,1
0,1,tea,1
0,15,fresh fruits,2
0,15,fresh herbs,1
0,15,fresh vegetables,1
0,15,packaged meat,1
0,15,water seltzer sparkling water,1
0,6,fresh fruits,3
0,6,fresh vegetables,4
0,6,missing,1
0,6,soy lactosefree,1
0,14,fresh vegetables,1
0,14,frozen appetizers sides,1
0,14,fruit vegetable snacks,1
0,14,instant foods,1
0,14,other,1
0,14,yogurt,1
0,14,fresh fruits,1
0,14,ice cream ice,2
0,14,yogurt,1
0,23,cream,2
0,23,energy granola bars,1
0,23,fresh fruits,2
0,23,fresh vegetables,2
0,23,milk,1
0,17,fresh fruits,2
0,17,fresh vegetables,4
0,17,milk,1
0,17,packaged vegetables fruits,1
0,17,poultry counter,1
0,17,yogurt,2
0,10,fresh dips tapenades,1
0,10,prepared meals,1
0,10,refrigerated,1
0,14,cereal,2
0,14,chips pretzels,1
0,14,crackers,1
0,14,dry pasta,3
0,14,fresh vegetables,3
0,14,frozen breakfast,1
0,14,hot cereal pancake mixes,1
0,14,missing,1
0,14,other creams cheeses,2
0,14,packaged cheese,2
0,14,packaged vegetables fruits,1
0,14,soup broth bouillon,1
0,14,tortillas flat bread,1
0,14,yogurt,4
0,9,dry pasta,1
0,9,fresh fruits,1
0,9,fresh vegetables,5
0,9,frozen breakfast,1
0,9,frozen meat seafood,1
0,9,frozen pizza,1
0,9,lunch meat,1
0,9,oils vinegars,1
0,9,other creams cheeses,1
0,9,packaged cheese,3
0,9,pasta sauce,1
0,9,soy lactosefree,1
0,9,spices seasonings,2
0,9,spreads,1
0,9,yogurt,1
0,22,bread,1
0,22,bulk grains rice dried goods,2
0,22,butter,1
0,22,canned meals beans,1
0,22,chips pretzels,3
0,22,dry pasta,1
0,22,eggs,1
0,22,fresh dips tapenades,1
0,22,fresh fruits,3
0,22,packaged vegetables fruits,1
0,22,soy lactosefree,1
0,22,spices seasonings,1
0,22,tofu meat alternatives,1
0,22,yogurt,1
0,8,fresh fruits,2
0,8,fresh vegetables,1
0,8,ice cream ice,1
0,8,packaged vegetables fruits,1
0,8,soy lactosefree,1
0,15,fresh fruits,1
0,15,fresh vegetables,2
0,15,frozen produce,1
0,15,ice cream ice,1
0,15,lunch meat,1
0,15,nuts seeds dried fruit,1
0,15,packaged cheese,1
0,15,packaged poultry,1
0,15,seafood counter,1
0,15,water seltzer sparkling water,1
0,15,yogurt,1
0,11,buns rolls,1
0,11,butter,1
0,11,crackers,2
0,11,cream,1
0,11,fresh dips tapenades,1
0,11,paper goods,1
0,13,fresh vegetables,1
0,22,candy chocolate,1
0,22,cereal,1
0,22,fresh fruits,5
0,22,fresh vegetables,4
0,22,juice nectars,1
0,22,lunch meat,1
0,22,milk,2
0,22,packaged produce,1
0,22,paper goods,1
0,16,bread,1
0,16,butter,1
0,16,chips pretzels,1
0,16,fresh dips tapenades,1
0,16,fresh fruits,2
0,16,fresh vegetables,1
0,16,lunch meat,3
0,16,milk,2
0,16,packaged cheese,2
0,16,prepared soups salads,4
0,16,yogurt,2
0,10,baby food formula,6
0,10,baking ingredients,1
0,10,breakfast bakery,1
0,10,canned fruit applesauce,1
0,10,chips pretzels,2
0,10,cleaning products,1
0,10,condiments,1
0,10,cookies cakes,1
0,10,cream,1
0,10,digestion,1
0,10,doughs gelatins bake mixes,1
0,10,fresh dips tapenades,1
0,10,fresh fruits,1
0,10,fresh vegetables,2
0,10,frozen breakfast,1
0,10,frozen pizza,1
0,10,frozen produce,1
0,10,fruit vegetable snacks,1
0,10,ice cream ice,1
0,10,latino foods,1
0,10,milk,1
0,10,missing,3
0,10,nuts seeds dried fruit,1
0,10,other creams cheeses,1
0,10,packaged cheese,1
0,10,packaged vegetables fruits,1
0,10,soup broth bouillon,1
0,10,soy lactosefree,1
0,10,water seltzer sparkling water,1
0,21,fresh fruits,1
0,21,water seltzer sparkling water,2
0,16,baby food formula,3
0,16,cereal,1
0,16,crackers,1
0,16,doughs gelatins bake mixes,1
0,16,fresh dips tapenades,1
0,16,fresh fruits,1
0,16,instant foods,1
0,16,meat counter,1
0,16,milk,1
0,16,pasta sauce,1
0,16,soft drinks,1
0,16,soy lactosefree,1
0,16,yogurt,1
0,17,coffee,1
0,17,cream,1
0,17,fresh fruits,1
0,17,fresh vegetables,5
0,17,packaged vegetables fruits,1
0,12,bread,1
0,12,chips pretzels,1
0,12,fresh fruits,6
0,12,juice nectars,1
0,12,missing,1
0,12,other creams cheeses,1
0,12,packaged cheese,1
0,12,packaged vegetables fruits,4
0,12,pasta sauce,1
0,12,refrigerated,2
0,12,spreads,2
0,9,fresh fruits,1
0,9,granola,1
0,9,ice cream ice,1
0,9,nuts seeds dried fruit,1
0,9,yogurt,1
0,18,butter,1
0,18,cereal,2
0,18,crackers,2
0,18,other creams cheeses,1
0,18,packaged cheese,1
0,18,packaged poultry,1
0,18,tortillas flat bread,1
0,13,chips pretzels,1
0,13,fresh fruits,3
0,13,oils vinegars,2
0,13,packaged produce,5
0,16,canned jarred vegetables,1
0,16,chips pretzels,1
0,16,cookies cakes,1
0,16,eggs,1
0,16,fresh dips tapenades,1
0,16,frozen produce,1
0,16,lunch meat,1
0,16,missing,1
0,16,packaged vegetables fruits,2
0,16,pasta sauce,1
0,16,specialty cheeses,1
0,16,yogurt,1
0,12,bread,1
0,12,chips pretzels,1
0,12,coffee,1
0,12,eggs,1
0,12,fresh fruits,2
0,12,fresh herbs,1
0,12,fresh vegetables,3
0,12,milk,1
0,12,packaged cheese,1
0,12,packaged poultry,1
0,12,packaged vegetables fruits,2
0,12,refrigerated,1
0,12,soft drinks,1
0,10,bread,1
0,10,butter,1
0,10,chips pretzels,1
0,10,eggs,1
0,10,fresh fruits,1
0,10,fresh herbs,1
0,10,fresh vegetables,5
0,10,frozen breakfast,1
0,10,frozen meals,2
0,10,frozen produce,1
0,10,packaged vegetables fruits,5
0,10,seafood counter,1
0,10,specialty cheeses,1
0,10,spreads,1
0,10,tofu meat alternatives,1
0,10,water seltzer sparkling water,1
0,14,bread,1
0,14,breakfast bakery,1
0,14,buns rolls,1
0,14,chips pretzels,1
0,14,cookies cakes,1
0,14,eggs,2
0,14,fresh fruits,3
0,14,fresh vegetables,1
0,14,hot dogs bacon sausage,2
0,14,lunch meat,1
0,14,packaged vegetables fruits,2
0,14,soy lactosefree,1
0,14,specialty cheeses,1
0,14,yogurt,1
0,12,dry pasta,4
0,12,pasta sauce,1
0,12,spices seasonings,1
0,13,bread,1
0,13,chips pretzels,2
0,13,condiments,1
0,13,dry pasta,1
0,13,fresh vegetables,2
0,13,frozen appetizers sides,1
0,13,other creams cheeses,1
0,13,packaged cheese,1
0,13,pickled goods olives,1
0,13,poultry counter,1
0,13,tortillas flat bread,1
0,9,bread,1
0,9,buns rolls,1
0,9,lunch meat,1
0,9,milk,1
0,9,packaged cheese,1
0,9,packaged produce,2
0,9,packaged vegetables fruits,1
0,9,prepared soups salads,1
0,9,salad dressing toppings,1
0,9,yogurt,1
0,14,canned jarred vegetables,2
0,14,fresh fruits,2
0,14,fresh vegetables,3
0,14,juice nectars,1
0,14,latino foods,3
0,14,oils vinegars,1
0,14,packaged vegetables fruits,2
0,14,pasta sauce,4
0,14,specialty cheeses,1
0,14,spices seasonings,1
0,10,bread,1
0,10,fresh fruits,1
0,10,fruit vegetable snacks,1
0,10,other creams cheeses,2
0,10,packaged cheese,2
0,10,pasta sauce,1
0,10,prepared meals,1
0,10,prepared soups salads,1
0,10,specialty cheeses,2
0,9,buns rolls,1
0,9,fresh dips tapenades,1
0,9,fresh fruits,2
0,9,hot dogs bacon sausage,1
0,9,milk,1
0,9,packaged cheese,1
0,9,packaged produce,2
0,9,soft drinks,1
0,15,condiments,1
0,15,fresh fruits,1
0,15,fresh vegetables,2
0,15,hot dogs bacon sausage,1
0,15,meat counter,1
0,15,packaged cheese,1
0,15,pasta sauce,1
0,15,poultry counter,1
0,15,yogurt,4
0,14,bulk grains rice dried goods,1
0,14,canned fruit applesauce,1
0,14,canned jarred vegetables,1
0,14,canned meals beans,1
0,14,cream,1
0,14,dry pasta,1
0,14,eggs,1
0,14,fresh dips tapenades,1
0,14,fresh fruits,4
0,14,fresh pasta,1
0,14,fresh vegetables,9
0,14,frozen meals,1
0,14,frozen produce,1
0,14,granola,1
0,14,packaged vegetables fruits,2
0,14,poultry counter,1
0,14,refrigerated,1
0,14,salad dressing toppings,1
0,14,soy lactosefree,2
0,1,butter,1
0,1,canned jarred vegetables,1
0,1,condiments,1
0,1,fresh fruits,4
0,1,fresh vegetables,7
0,1,fruit vegetable snacks,2
0,1,lunch meat,1
0,1,oils vinegars,2
0,1,packaged vegetables fruits,4
0,1,refrigerated,2
0,1,spices seasonings,1
0,1,spreads,1
0,1,tortillas flat bread,1
0,22,fresh fruits,8
0,22,fresh vegetables,7
0,22,refrigerated,1
0,12,buns rolls,1
0,12,chips pretzels,1
0,12,cookies cakes,1
0,12,ice cream ice,1
0,12,milk,1
0,12,other creams cheeses,1
0,12,soft drinks,1
0,18,butter,1
0,18,canned jarred vegetables,1
0,18,fresh fruits,3
0,18,fresh vegetables,5
0,18,hot cereal pancake mixes,1
0,18,packaged vegetables fruits,1
0,18,soy lactosefree,1
0,9,canned jarred vegetables,2
0,9,canned meals beans,1
0,9,condiments,1
0,9,deodorants,1
0,9,dish detergents,1
0,9,more household,1
0,9,paper goods,2
0,9,preserved dips spreads,1
0,9,spices seasonings,1
0,9,water seltzer sparkling water,1
0,11,eggs,1
0,11,fresh dips tapenades,1
0,11,fresh fruits,1
0,11,frozen appetizers sides,1
0,11,frozen breakfast,1
0,11,frozen meals,1
0,11,frozen meat seafood,1
0,11,frozen produce,7
0,11,frozen vegan vegetarian,1
0,11,paper goods,1
0,11,popcorn jerky,1
0,11,refrigerated,2
0,11,soy lactosefree,1
0,11,spreads,1
0,21,canned fruit applesauce,1
0,21,milk,1
0,21,yogurt,1
0,12,baby food formula,2
0,12,canned meat seafood,1
0,12,cereal,1
0,12,crackers,1
0,12,cream,1
0,12,eggs,1
0,12,instant foods,1
0,12,packaged vegetables fruits,1
0,12,prepared meals,1
0,12,tortillas flat bread,1
0,12,water seltzer sparkling water,2
0,12,yogurt,2
0,21,canned fruit applesauce,2
0,21,cereal,1
0,21,condiments,1
0,21,cream,1
0,21,eggs,1
0,21,fresh fruits,8
0,21,fresh vegetables,1
0,21,frozen meals,1
0,21,frozen produce,1
0,21,ice cream ice,2
0,21,juice nectars,1
0,21,milk,1
0,21,refrigerated pudding desserts,2
0,21,soy lactosefree,1
0,21,water seltzer sparkling water,1
0,11,bread,1
0,11,breakfast bars pastries,1
0,11,crackers,1
0,11,eggs,1
0,11,fresh fruits,2
0,11,fresh vegetables,4
0,11,frozen produce,1
0,11,milk,1
0,11,oils vinegars,1
0,11,packaged vegetables fruits,2
0,11,refrigerated,1
0,11,spices seasonings,1
0,11,yogurt,1
0,18,condiments,1
0,18,fresh fruits,3
0,18,frozen produce,1
0,18,packaged vegetables fruits,1
0,18,paper goods,1
0,18,spreads,1
0,18,water seltzer sparkling water,2
0,9,fresh fruits,2
0,9,fresh herbs,1
0,9,fresh vegetables,2
0,10,candy chocolate,1
0,10,coffee,4
0,10,cream,1
0,10,eggs,1
0,10,fresh fruits,1
0,10,granola,1
0,10,lunch meat,1
0,10,other creams cheeses,1
0,10,packaged cheese,2
0,10,packaged vegetables fruits,1
0,10,popcorn jerky,1
0,10,soft drinks,1
0,13,canned meals beans,1
0,13,condiments,1
0,13,food storage,1
0,13,frozen meals,2
0,13,frozen pizza,2
0,13,lunch meat,1
0,13,pickled goods olives,1
0,15,buns rolls,3
0,15,crackers,1
0,15,food storage,2
0,15,honeys syrups nectars,1
0,15,packaged cheese,2
0,15,packaged vegetables fruits,1
0,15,paper goods,1
0,15,salad dressing toppings,1
0,5,buns rolls,1
0,5,eggs,1
0,5,energy granola bars,1
0,5,fresh fruits,2
0,5,fresh vegetables,2
0,5,grains rice dried goods,1
0,5,hot dogs bacon sausage,1
0,5,prepared meals,1
0,5,skin care,1
0,5,soy lactosefree,1
0,9,fresh dips tapenades,1
0,9,fresh fruits,2
0,9,fresh vegetables,2
0,9,grains rice dried goods,2
0,9,instant foods,1
0,9,lunch meat,1
0,9,oils vinegars,1
0,9,poultry counter,1
0,9,tortillas flat bread,1
0,8,fresh fruits,3
0,8,fresh vegetables,1
0,8,lunch meat,1
0,8,packaged poultry,1
0,8,packaged vegetables fruits,1
0,8,fresh vegetables,2
0,8,frozen meat seafood,1
0,8,juice nectars,1
0,8,meat counter,1
0,8,packaged vegetables fruits,1
0,1,bakery desserts,1
0,1,frozen meals,1
0,1,other creams cheeses,1
0,1,prepared meals,1
0,11,canned jarred vegetables,1
0,11,canned meals beans,2
0,11,condiments,2
0,11,fresh vegetables,2
0,11,marinades meat preparation,1
0,11,milk,1
0,11,packaged cheese,1
0,11,packaged vegetables fruits,1
0,11,soft drinks,1
0,11,tortillas flat bread,1
0,11,yogurt,1
0,22,asian foods,1
0,22,bread,1
0,22,buns rolls,1
0,22,canned meat seafood,1
0,22,cereal,1
0,22,eggs,1
0,22,energy granola bars,1
0,22,fresh fruits,2
0,22,fresh vegetables,3
0,22,instant foods,1
0,22,lunch meat,1
0,22,oral hygiene,1
0,22,other creams cheeses,2
0,22,packaged vegetables fruits,1
0,22,paper goods,1
0,22,yogurt,1
0,18,bread,1
0,18,lunch meat,1
0,18,packaged vegetables fruits,1
0,18,pickled goods olives,2
0,18,specialty cheeses,1
0,16,fresh fruits,3
0,16,fresh vegetables,1
0,16,oils vinegars,1
0,16,soft drinks,1
0,19,bread,1
0,19,cereal,1
0,19,fresh fruits,1
0,19,fresh vegetables,1
0,19,frozen breakfast,1
0,19,frozen pizza,2
0,19,frozen produce,1
0,19,honeys syrups nectars,1
0,19,instant foods,1
0,19,milk,1
0,19,packaged cheese,1
0,19,refrigerated,1
0,19,soup broth bouillon,1
0,6,baby food formula,1
0,6,coffee,1
0,6,fresh fruits,4
0,6,fresh herbs,1
0,6,fresh vegetables,9
0,6,packaged meat,1
0,6,packaged vegetables fruits,1
0,12,butter,1
0,12,candy chocolate,1
0,12,canned jarred vegetables,2
0,12,coffee,2
0,12,cream,1
0,12,eggs,1
0,12,fresh fruits,2
0,12,fresh vegetables,2
0,12,frozen produce,2
0,12,hair care,1
0,12,marinades meat preparation,1
0,12,nuts seeds dried fruit,1
0,12,packaged vegetables fruits,3
0,12,spices seasonings,1
0,12,tea,1
0,12,water seltzer sparkling water,1
0,12,yogurt,2
0,19,baby food formula,1
0,19,canned jarred vegetables,1
0,19,cream,1
0,19,eggs,1
0,19,fresh fruits,3
0,19,fresh vegetables,1
0,19,milk,1
0,19,water seltzer sparkling water,1
0,14,baby food formula,2
0,14,bread,1
0,14,canned jarred vegetables,1
0,14,cereal,1
0,14,fresh fruits,2
0,14,fresh vegetables,2
0,14,frozen appetizers sides,1
0,14,fruit vegetable snacks,1
0,14,hot dogs bacon sausage,1
0,14,instant foods,1
0,14,other creams cheeses,2
0,14,packaged vegetables fruits,1
0,14,soy lactosefree,2
0,14,yogurt,1
0,14,canned meat seafood,1
0,14,cereal,3
0,14,coffee,1
0,14,condiments,1
0,14,crackers,4
0,14,eggs,1
0,14,fresh vegetables,1
0,14,hot cereal pancake mixes,1
0,14,packaged vegetables fruits,3
0,14,soy lactosefree,1
0,14,tortillas flat bread,1
0,12,canned meals beans,1
0,12,fresh fruits,2
0,12,fresh vegetables,1
0,12,other creams cheeses,1
0,14,candy chocolate,1
0,14,fresh fruits,1
0,14,fresh vegetables,1
0,14,packaged cheese,1
0,14,packaged vegetables fruits,2
0,11,fresh vegetables,2
0,11,packaged vegetables fruits,1
0,15,baby food formula,1
0,15,candy chocolate,1
0,15,chips pretzels,1
0,15,cream,1
0,15,energy granola bars,1
0,15,fresh dips tapenades,1
0,15,fresh fruits,1
0,15,fresh vegetables,1
0,15,milk,1
0,15,packaged vegetables fruits,1
0,15,popcorn jerky,1
0,15,refrigerated,1
0,13,beers coolers,1
0,13,chips pretzels,1
0,13,frozen appetizers sides,6
0,13,frozen breakfast,4
0,13,frozen pizza,5
0,13,frozen produce,2
0,13,ice cream ice,1
0,13,paper goods,1
0,13,soup broth bouillon,1
0,18,baking ingredients,1
0,18,bread,1
0,18,butter,1
0,18,canned fruit applesauce,1
0,18,dry pasta,1
0,18,eggs,1
0,18,fresh dips tapenades,1
0,18,fresh fruits,3
0,18,fresh vegetables,5
0,18,instant foods,1
0,18,latino foods,1
0,18,meat counter,1
0,18,milk,1
0,18,packaged cheese,1
0,18,packaged poultry,1
0,18,packaged vegetables fruits,3
0,18,pasta sauce,1
0,18,tortillas flat bread,1
0,16,bread,1
0,16,canned fruit applesauce,1
0,16,canned jarred vegetables,3
0,16,dog food care,1
0,16,dry pasta,1
0,16,eggs,1
0,16,fresh fruits,1
0,16,fresh vegetables,3
0,16,ice cream ice,1
0,16,marinades meat preparation,1
0,16,other creams cheeses,1
0,16,packaged vegetables fruits,1
0,16,yogurt,2
0,16,asian foods,1
0,16,butter,1
0,16,fresh dips tapenades,1
0,16,fresh fruits,6
0,16,fresh vegetables,5
0,16,marinades meat preparation,1
0,16,nuts seeds dried fruit,1
0,16,packaged cheese,1
0,16,packaged vegetables fruits,3
0,16,soy lactosefree,2
0,13,breakfast bakery,1
0,13,canned meals beans,2
0,13,chips pretzels,3
0,13,fresh dips tapenades,1
0,13,fresh fruits,5
