order_dow,order_hour_of_day,category,items
3,0,canned jarred vegetables,1
3,0,cereal,1
3,0,cream,1
3,0,packaged produce,1
3,0,spices seasonings,1
3,17,body lotions soap,1
3,17,soft drinks,1
3,17,buns rolls,1
3,17,chips pretzels,2
3,17,crackers,2
3,17,doughs gelatins bake mixes,1
3,17,dry pasta,1
3,17,fresh fruits,1
3,17,fresh vegetables,3
3,17,frozen meat seafood,1
3,17,frozen pizza,1
3,17,instant foods,3
3,17,lunch meat,2
3,17,other creams cheeses,1
3,17,packaged cheese,2
3,17,packaged vegetables fruits,1
3,17,pickled goods olives,1
3,17,tortillas flat bread,1
3,17,yogurt,1
3,8,coffee,1
3,8,eggs,1
3,8,energy granola bars,3
3,8,milk,1
3,9,fresh fruits,1
3,9,fresh vegetables,4
3,9,packaged vegetables fruits,3
3,9,bread,1
3,9,fresh fruits,1
3,9,fruit vegetable snacks,1
3,9,more household,1
3,9,muscles joints pain relief,1
3,9,packaged produce,1
3,11,body lotions soap,3
3,11,cream,1
3,11,fresh fruits,1
3,11,frozen produce,1
3,11,milk,1
3,18,fresh vegetables,1
3,18,ice cream ice,1
3,18,milk,1
3,18,water seltzer sparkling water,1
3,23,baking ingredients,1
3,23,baking supplies decor,1
3,23,bread,1
3,23,energy sports drinks,1
3,23,fresh fruits,3
3,23,fresh herbs,2
3,23,fresh vegetables,3
3,23,nuts seeds dried fruit,1
3,23,refrigerated,1
3,23,water seltzer sparkling water,1
3,8,canned meals beans,1
3,8,chips pretzels,1
3,8,fresh fruits,1
3,8,fresh vegetables,1
3,8,frozen pizza,1
3,8,frozen produce,1
3,8,juice nectars,1
3,8,milk,1
3,8,missing,1
3,8,packaged cheese,1
3,8,packaged vegetables fruits,2
3,8,popcorn jerky,1
3,8,refrigerated,1
3,8,soy lactosefree,1
3,8,tea,1
3,8,vitamins supplements,1
3,7,breakfast bakery,1
3,7,condiments,1
3,7,crackers,1
3,7,fresh fruits,1
3,7,fresh vegetables,1
3,7,frozen produce,1
3,7,juice nectars,1
3,7,missing,1
3,7,other creams cheeses,2
3,7,packaged vegetables fruits,1
3,7,paper goods,1
3,9,cream,1
3,9,fresh fruits,1
3,9,milk,1
3,16,facial care,1
3,16,oral hygiene,2
3,13,cream,1
3,13,digestion,1
3,13,fresh fruits,1
3,13,fresh vegetables,1
3,13,ice cream ice,2
3,13,tea,1
3,13,water seltzer sparkling water,1
3,18,cereal,2
3,18,coffee,1
3,18,fresh fruits,2
3,18,ice cream ice,1
3,18,milk,1
3,18,preserved dips spreads,1
3,14,fresh fruits,1
3,14,fresh vegetables,1
3,14,nuts seeds dried fruit,1
3,14,packaged vegetables fruits,2
3,14,soy lactosefree,1
3,14,yogurt,2
3,9,canned fruit applesauce,1
3,9,cereal,1
3,9,eggs,1
3,9,fresh fruits,1
3,9,fresh vegetables,1
3,9,juice nectars,1
3,9,laundry,1
3,9,popcorn jerky,1
3,9,yogurt,2
3,8,asian foods,1
3,8,dry pasta,1
3,8,energy granola bars,1
3,8,frozen appetizers sides,1
3,8,frozen breakfast,1
3,8,grains rice dried goods,1
3,8,milk,1
3,8,other creams cheeses,1
3,8,soup broth bouillon,1
3,22,ice cream ice,6
3,12,butter,2
3,12,cereal,1
3,12,dry pasta,1
3,12,fresh herbs,1
3,12,fresh vegetables,2
3,12,frozen produce,1
3,12,juice nectars,1
3,12,milk,2
3,12,packaged cheese,1
3,12,packaged vegetables fruits,1
3,12,spices seasonings,1
3,12,vitamins supplements,2
3,12,yogurt,1
3,14,lunch meat,1
3,14,nuts seeds dried fruit,2
3,14,water seltzer sparkling water,2
3,11,canned jarred vegetables,1
3,11,fresh fruits,1
3,11,fresh vegetables,2
3,11,oils vinegars,1
3,11,packaged vegetables fruits,1
3,11,cream,1
3,11,frozen produce,1
3,11,hot dogs bacon sausage,1
3,11,oils vinegars,1
3,11,other,1
3,11,packaged vegetables fruits,1
3,11,yogurt,2
3,9,bulk dried fruits vegetables,1
3,9,energy granola bars,1
3,9,fresh fruits,2
3,9,nuts seeds dried fruit,2
3,9,yogurt,2
3,12,popcorn jerky,1
3,10,candy chocolate,2
3,10,coffee,1
3,10,food storage,1
3,10,refrigerated,3
3,10,soy lactosefree,1
3,10,water seltzer sparkling water,2
3,10,yogurt,4
3,15,asian foods,1
3,15,chips pretzels,1
3,15,frozen vegan vegetarian,1
3,15,water seltzer sparkling water,10
3,7,butter,1
3,7,lunch meat,1
3,7,refrigerated,1
3,10,air fresheners candles,1
3,10,cookies cakes,1
3,10,fresh vegetables,2
3,15,chips pretzels,1
3,15,fresh fruits,2
3,15,fresh vegetables,1
3,15,frozen produce,1
3,15,ice cream ice,1
3,15,nuts seeds dried fruit,2
3,15,packaged cheese,1
3,15,packaged poultry,1
3,15,salad dressing toppings,1
3,20,fresh fruits,2
3,20,fresh vegetables,1
3,20,packaged vegetables fruits,1
3,20,water seltzer sparkling water,1
3,20,yogurt,2
3,17,asian foods,2
3,17,baking supplies decor,1
3,17,dish detergents,1
3,17,eggs,1
3,17,energy granola bars,1
3,17,energy sports drinks,1
3,17,fresh herbs,1
3,17,fresh vegetables,3
3,17,juice nectars,2
3,17,missing,1
3,17,nuts seeds dried fruit,1
3,17,packaged poultry,1
3,17,paper goods,1
3,17,pasta sauce,1
3,17,spreads,2
3,17,tea,1
3,17,water seltzer sparkling water,1
3,15,coffee,1
3,15,cookies cakes,1
3,15,frozen appetizers sides,1
3,15,mint gum,2
3,15,paper goods,3
3,15,popcorn jerky,1
3,15,shave needs,2
3,15,soft drinks,1
3,10,bread,1
3,10,fresh fruits,2
3,10,fresh vegetables,5
3,10,lunch meat,1
3,10,marinades meat preparation,1
3,10,meat counter,1
3,10,packaged poultry,1
3,10,packaged vegetables fruits,2
3,10,popcorn jerky,1
3,10,yogurt,1
3,21,breakfast bakery,1
3,21,crackers,1
3,21,fresh dips tapenades,1
3,21,fresh fruits,4
3,21,fresh herbs,1
3,21,fresh vegetables,3
3,21,frozen produce,2
3,21,packaged vegetables fruits,2
3,21,soy lactosefree,1
3,21,spices seasonings,1
3,21,water seltzer sparkling water,1
3,21,yogurt,1
3,17,bread,1
3,17,cereal,1
3,17,chips pretzels,2
3,17,crackers,1
3,17,eggs,1
3,17,instant foods,1
3,17,milk,1
3,17,packaged cheese,2
3,17,refrigerated,1
3,17,soy lactosefree,1
3,17,tortillas flat bread,1
3,17,yogurt,2
3,13,canned jarred vegetables,2
3,13,canned meals beans,1
3,13,energy granola bars,1
3,13,fresh fruits,1
3,13,fresh vegetables,2
3,13,frozen appetizers sides,1
3,13,frozen meals,1
3,13,frozen produce,1
3,13,fruit vegetable snacks,1
3,13,ice cream ice,2
3,13,packaged cheese,1
3,13,packaged vegetables fruits,3
3,13,pasta sauce,1
3,13,pickled goods olives,1
3,13,yogurt,2
3,10,bread,1
3,10,canned meals beans,1
3,10,chips pretzels,1
3,10,packaged cheese,1
3,10,soft drinks,1
3,10,spreads,1
3,10,tortillas flat bread,1
3,23,fresh fruits,1
3,23,fresh vegetables,1
3,23,granola,1
3,23,more household,1
3,23,oils vinegars,1
3,23,packaged vegetables fruits,1
3,23,poultry counter,1
3,23,spices seasonings,1
3,23,water seltzer sparkling water,1
3,16,baking ingredients,3
3,16,canned jarred vegetables,1
3,16,fresh fruits,1
3,16,juice nectars,1
3,16,marinades meat preparation,1
3,16,packaged vegetables fruits,3
3,16,soft drinks,2
3,16,water seltzer sparkling water,1
3,7,baking ingredients,1
3,7,cookies cakes,1
3,7,fresh vegetables,1
3,7,frozen meals,1
3,7,instant foods,1
3,7,marinades meat preparation,2
3,7,soup broth bouillon,1
3,16,bread,1
3,16,canned jarred vegetables,1
3,16,fresh fruits,1
3,16,fresh vegetables,2
3,16,instant foods,1
3,16,latino foods,1
3,16,prepared meals,1
3,16,preserved dips spreads,1
3,8,fresh vegetables,1
3,8,water seltzer sparkling water,1
3,16,fresh vegetables,1
3,16,oils vinegars,1
3,16,packaged poultry,1
3,16,packaged vegetables fruits,1
3,16,soy lactosefree,1
3,16,spices seasonings,1
3,9,fresh fruits,1
3,9,fresh vegetables,1
3,9,refrigerated,1
3,14,fresh vegetables,2
3,23,bread,2
3,23,breakfast bakery,1
3,23,cream,1
3,23,eggs,1
3,23,fresh vegetables,1
3,23,frozen breakfast,1
3,23,frozen meals,2
3,23,frozen produce,1
3,23,hot dogs bacon sausage,1
3,23,ice cream ice,3
3,23,instant foods,1
3,23,milk,1
3,23,other creams cheeses,2
3,23,prepared meals,1
3,23,spreads,2
3,23,tortillas flat bread,1
3,23,water seltzer sparkling water,1
3,23,yogurt,2
3,9,baking ingredients,1
3,9,butter,1
3,9,canned meat seafood,2
3,9,frozen vegan vegetarian,2
3,9,hot dogs bacon sausage,1
3,9,protein meal replacements,1
3,9,canned jarred vegetables,1
3,9,coffee,1
3,9,fresh fruits,2
3,9,milk,1
3,9,refrigerated,1
3,19,breakfast bakery,1
3,19,butter,2
3,19,canned fruit applesauce,3
3,19,canned jarred vegetables,1
3,19,canned meat seafood,1
3,19,cereal,1
3,19,fresh vegetables,1
3,19,frozen meat seafood,1
3,19,frozen produce,1
3,19,instant foods,1
3,19,missing,1
3,19,packaged produce,2
3,19,packaged vegetables fruits,1
3,19,salad dressing toppings,1
3,13,asian foods,1
3,13,eggs,1
3,13,fresh vegetables,1
3,13,meat counter,1
3,14,bread,1
3,14,butter,1
3,14,canned jarred vegetables,1
3,14,eggs,1
3,14,fresh fruits,1
3,14,fresh vegetables,3
3,14,lunch meat,1
3,14,milk,1
3,19,juice nectars,1
3,7,fresh fruits,1
3,7,frozen produce,1
3,7,packaged produce,1
3,7,food storage,1
3,7,frozen appetizers sides,2
3,7,ice cream ice,1
3,18,candy chocolate,1
3,18,fresh fruits,1
3,18,frozen meat seafood,1
3,18,hot dogs bacon sausage,1
3,18,laundry,1
3,18,lunch meat,1
3,18,packaged cheese,1
3,18,packaged produce,4
3,18,prepared soups salads,1
3,16,fresh fruits,1
3,16,hot dogs bacon sausage,1
3,16,oils vinegars,1
3,16,tea,1
3,9,fresh dips tapenades,1
3,9,fresh fruits,2
3,9,soup broth bouillon,2
3,11,canned meals beans,1
3,11,crackers,1
3,11,energy granola bars,2
3,11,fresh fruits,1
3,11,fresh vegetables,1
3,11,frozen appetizers sides,1
3,11,frozen breakfast,1
3,11,frozen pizza,1
3,11,frozen produce,1
3,11,yogurt,1
3,18,fresh fruits,1
3,8,bread,1
3,7,bread,1
3,7,cookies cakes,1
3,7,crackers,3
3,7,dry pasta,1
3,7,fresh fruits,4
3,7,frozen appetizers sides,1
3,7,fruit vegetable snacks,1
3,7,hot dogs bacon sausage,2
3,7,instant foods,1
3,7,milk,2
3,7,packaged vegetables fruits,1
3,7,spreads,1
3,7,tea,1
3,7,trail mix snack mix,1
3,7,yogurt,3
3,17,bread,1
3,17,fresh fruits,2
3,17,frozen appetizers sides,1
3,17,frozen produce,1
3,17,fruit vegetable snacks,1
3,17,ice cream ice,1
3,17,oral hygiene,1
3,17,packaged cheese,2
3,17,pasta sauce,1
3,22,lunch meat,1
3,22,oils vinegars,1
3,22,other creams cheeses,1
3,22,packaged cheese,1
3,12,eggs,1
3,12,fresh vegetables,1
3,12,frozen pizza,1
3,12,pickled goods olives,1
3,10,bread,1
3,10,fresh fruits,1
3,10,fruit vegetable snacks,1
3,10,packaged vegetables fruits,1
3,10,soup broth bouillon,1
3,10,specialty cheeses,1
3,10,yogurt,1
3,8,juice nectars,2
3,8,refrigerated,1
3,8,water seltzer sparkling water,1
3,8,yogurt,5
3,13,frozen produce,1
3,14,canned fruit applesauce,1
3,14,cereal,1
3,14,chips pretzels,1
3,14,energy granola bars,1
3,14,frozen breakfast,1
3,14,fruit vegetable snacks,1
3,14,hot dogs bacon sausage,1
3,14,juice nectars,1
3,14,packaged vegetables fruits,1
3,14,water seltzer sparkling water,1
3,15,butter,1
3,15,chips pretzels,1
3,15,cookies cakes,1
3,15,dish detergents,1
3,15,fresh vegetables,4
3,15,milk,1
3,19,baby food formula,3
3,19,bulk dried fruits vegetables,1
3,19,fresh vegetables,5
3,19,grains rice dried goods,1
3,19,meat counter,1
3,19,packaged cheese,1
3,19,packaged poultry,1
3,19,packaged seafood,1
3,19,packaged vegetables fruits,1
3,19,water seltzer sparkling water,1
3,16,frozen meat seafood,1
3,16,packaged produce,1
3,16,plates bowls cups flatware,1
3,16,refrigerated,1
3,16,water seltzer sparkling water,1
3,14,water seltzer sparkling water,1
3,9,canned meals beans,1
3,19,bread,1
3,19,canned fruit applesauce,1
3,19,cereal,1
3,19,dry pasta,1
3,19,fresh dips tapenades,1
3,19,frozen breads doughs,1
3,19,granola,1
3,19,packaged vegetables fruits,2
3,19,pasta sauce,1
3,19,soy lactosefree,1
3,19,spreads,1
3,19,yogurt,2
3,16,canned jarred vegetables,1
3,16,fresh vegetables,2
3,16,ice cream ice,3
3,16,packaged vegetables fruits,1
3,16,poultry counter,1
3,9,chips pretzels,1
3,9,cleaning products,1
3,9,energy granola bars,2
3,9,water seltzer sparkling water,1
3,16,dish detergents,1
3,16,fresh dips tapenades,1
3,16,prepared meals,2
3,16,refrigerated,2
3,7,bread,1
3,7,breakfast bakery,1
3,7,cereal,1
3,7,crackers,1
3,7,doughs gelatins bake mixes,1
3,7,ice cream toppings,1
3,7,milk,1
3,9,air fresheners candles,1
3,9,honeys syrups nectars,1
3,9,soft drinks,1
3,9,water seltzer sparkling water,1
3,15,fresh vegetables,2
3,15,frozen vegan vegetarian,2
3,15,missing,1
3,15,nuts seeds dried fruit,1
3,15,packaged cheese,1
3,15,salad dressing toppings,1
3,13,frozen produce,1
3,13,packaged cheese,1
3,13,soy lactosefree,1
3,13,water seltzer sparkling water,1
3,13,yogurt,1
3,11,breakfast bakery,1
3,11,candy chocolate,9
3,11,cookies cakes,1
3,11,crackers,4
3,11,cream,1
3,11,energy granola bars,1
3,11,fresh fruits,7
3,11,fresh vegetables,1
3,11,lunch meat,1
3,11,milk,3
3,11,other creams cheeses,2
3,11,packaged cheese,2
3,11,packaged produce,1
3,11,packaged vegetables fruits,3
3,11,popcorn jerky,3
3,11,refrigerated,1
3,11,refrigerated pudding desserts,1
3,11,soy lactosefree,7
3,11,water seltzer sparkling water,1
3,11,yogurt,4
3,11,bakery desserts,1
3,11,canned jarred vegetables,1
3,11,fresh fruits,1
3,11,fresh vegetables,1
3,11,milk,1
3,11,soup broth bouillon,1
3,11,spices seasonings,1
3,11,yogurt,3
3,10,soy lactosefree,1
3,10,yogurt,2
3,9,canned jarred vegetables,1
3,9,fresh fruits,1
3,9,fresh vegetables,5
3,9,oral hygiene,1
3,9,packaged seafood,1
3,9,packaged vegetables fruits,1
3,9,preserved dips spreads,1
3,9,tofu meat alternatives,1
3,15,candy chocolate,1
3,15,eggs,1
3,15,fresh dips tapenades,1
3,15,fresh fruits,1
3,15,fresh vegetables,1
3,15,frozen produce,1
3,15,fruit vegetable snacks,1
3,15,ice cream ice,1
3,15,milk,1
3,15,packaged vegetables fruits,1
3,15,soy lactosefree,1
3,17,asian foods,1
3,17,cereal,1
3,17,eggs,1
3,17,fresh fruits,1
3,17,fresh vegetables,2
3,17,frozen produce,1
3,17,poultry counter,1
3,17,yogurt,1
3,17,butter,1
3,17,coffee,1
3,17,eggs,1
3,17,fresh fruits,1
3,17,soy lactosefree,1
3,17,yogurt,1
3,10,chips pretzels,2
3,10,fresh fruits,1
3,10,ice cream ice,2
3,10,juice nectars,1
3,10,latino foods,1
3,10,refrigerated,1
3,10,specialty cheeses,1
3,10,tortillas flat bread,1
3,18,baking ingredients,1
3,18,fresh vegetables,1
3,18,missing,1
3,18,popcorn jerky,1
3,18,soy lactosefree,1
3,18,water seltzer sparkling water,1
3,19,bread,1
3,19,cereal,1
3,19,fresh vegetables,1
3,19,nuts seeds dried fruit,1
3,19,packaged vegetables fruits,1
3,15,cleaning products,1
3,15,fresh fruits,4
3,15,packaged vegetables fruits,1
3,14,candy chocolate,1
3,14,fruit vegetable snacks,1
3,14,packaged cheese,1
3,14,soft drinks,1
3,14,yogurt,1
3,11,cereal,1
3,11,fresh fruits,2
3,11,packaged vegetables fruits,2
3,11,salad dressing toppings,1
3,22,chips pretzels,1
3,22,crackers,2
3,22,cream,1
3,22,frozen produce,3
3,22,juice nectars,1
3,22,latino foods,1
3,22,milk,1
3,22,other creams cheeses,1
3,22,packaged cheese,4
3,22,packaged vegetables fruits,3
3,22,salad dressing toppings,1
3,22,vitamins supplements,1
3,22,yogurt,4
3,13,baking supplies decor,1
3,13,chips pretzels,2
3,13,cream,1
3,13,fresh vegetables,1
3,13,packaged vegetables fruits,2
3,13,yogurt,1
3,11,fresh fruits,1
3,11,milk,1
3,11,packaged poultry,1
3,11,yogurt,3
3,10,body lotions soap,1
3,10,cleaning products,1
3,10,fresh herbs,1
3,10,paper goods,2
3,10,water seltzer sparkling water,1
3,18,energy granola bars,1
3,18,lunch meat,2
3,18,missing,2
3,18,oils vinegars,1
3,18,other creams cheeses,1
3,18,yogurt,1
3,5,chips pretzels,2
3,5,condiments,2
3,5,crackers,3
3,5,cream,1
3,5,eggs,1
3,5,fresh dips tapenades,1
3,5,fruit vegetable snacks,1
3,5,juice nectars,1
3,5,laundry,1
3,5,missing,1
3,5,other creams cheeses,1
3,5,packaged cheese,1
3,5,packaged vegetables fruits,2
3,5,paper goods,1
3,5,refrigerated,2
3,5,water seltzer sparkling water,3
3,5,yogurt,2
3,15,cleaning products,1
3,15,fresh vegetables,1
3,15,paper goods,1
3,19,cookies cakes,1
3,19,oils vinegars,1
3,19,paper goods,2
3,19,soft drinks,1
3,19,trash bags liners,1
3,11,crackers,1
3,11,fresh fruits,1
3,11,packaged vegetables fruits,1
3,20,bread,1
3,20,coffee,2
3,20,crackers,1
3,20,dry pasta,1
3,20,fresh fruits,4
3,20,fresh vegetables,1
3,20,frozen breakfast,2
3,20,juice nectars,1
3,20,lunch meat,1
3,20,missing,1
3,20,other,1
3,20,packaged vegetables fruits,7
3,20,tofu meat alternatives,1
3,15,cleaning products,1
3,15,other,1
3,15,tea,1
3,8,breakfast bakery,2
3,8,fresh fruits,1
3,8,fresh vegetables,1
3,8,frozen appetizers sides,1
3,8,frozen breakfast,1
3,8,frozen pizza,2
3,8,fruit vegetable snacks,1
3,8,ice cream ice,1
3,8,muscles joints pain relief,1
3,8,refrigerated,1
3,8,soap,1
3,8,tea,1
3,8,water seltzer sparkling water,1
3,10,chips pretzels,1
3,10,crackers,1
3,10,energy granola bars,1
3,14,fresh vegetables,1
3,14,grains rice dried goods,1
3,14,oils vinegars,1
3,14,spices seasonings,1
3,16,bread,1
3,16,fresh fruits,1
3,16,fresh vegetables,4
3,16,meat counter,1
3,16,tortillas flat bread,1
3,16,water seltzer sparkling water,1
3,15,lunch meat,1
3,10,fresh fruits,1
3,10,juice nectars,1
3,12,bread,1
3,12,candy chocolate,1
3,12,fresh fruits,1
3,12,fresh vegetables,1
3,12,hot dogs bacon sausage,1
3,12,instant foods,1
3,12,lunch meat,2
3,12,milk,1
3,12,packaged cheese,1
3,12,packaged vegetables fruits,1
3,12,pickled goods olives,1
3,12,spreads,1
3,12,tortillas flat bread,1
3,10,energy granola bars,1
3,10,fresh fruits,1
3,10,fresh vegetables,1
3,10,milk,1
3,10,packaged vegetables fruits,1
3,14,candy chocolate,1
3,14,fresh fruits,1
3,14,fresh vegetables,1
3,14,lunch meat,1
3,14,marinades meat preparation,1
3,8,fresh vegetables,1
3,8,mint gum,1
3,8,packaged produce,2
3,8,soy lactosefree,2
3,8,yogurt,1
3,13,bread,1
3,13,butter,1
3,13,canned jarred vegetables,2
3,13,fresh fruits,2
3,13,fresh herbs,2
3,13,fresh vegetables,5
3,13,frozen appetizers sides,1
3,13,other creams cheeses,1
3,13,packaged cheese,1
3,13,packaged seafood,1
3,13,packaged vegetables fruits,1
3,13,pasta sauce,1
3,13,poultry counter,1
3,13,yogurt,2
3,1,asian foods,1
3,1,buns rolls,1
3,1,paper goods,1
3,17,fresh fruits,1
3,17,nuts seeds dried fruit,1
3,9,baking ingredients,1
3,9,coffee,1
3,9,cream,1
3,9,fresh vegetables,1
3,9,frozen meat seafood,1
3,9,juice nectars,1
3,9,popcorn jerky,1
3,9,soy lactosefree,2
3,13,eggs,1
3,13,fresh fruits,6
3,13,fresh vegetables,7
3,13,frozen breads doughs,1
3,13,frozen meals,1
3,13,frozen produce,3
3,13,hot dogs bacon sausage,1
3,13,packaged cheese,1
3,13,packaged poultry,1
3,13,soy lactosefree,1
3,13,tortillas flat bread,1
3,13,asian foods,1
3,13,baking ingredients,1
3,13,fresh fruits,1
3,13,fresh vegetables,6
3,13,milk,2
3,13,packaged vegetables fruits,1
3,10,fresh fruits,1
3,10,nuts seeds dried fruit,1
3,23,bread,1
3,23,butter,1
3,23,fresh vegetables,4
3,23,honeys syrups nectars,1
3,23,hot dogs bacon sausage,1
3,23,milk,1
3,23,oils vinegars,1
3,23,packaged cheese,1
3,23,preserved dips spreads,1
3,23,spreads,1
3,14,canned jarred vegetables,1
3,14,condiments,1
3,14,crackers,1
3,14,facial care,1
3,14,food storage,1
3,14,fresh fruits,1
3,14,hot cereal pancake mixes,1
3,14,instant foods,1
3,14,milk,1
3,14,packaged cheese,1
3,14,preserved dips spreads,1
3,14,refrigerated,2
3,14,tortillas flat bread,1
3,11,baking ingredients,1
3,18,bread,1
3,11,canned meals beans,1
3,11,fresh dips tapenades,1
3,11,fresh fruits,1
3,11,fresh pasta,1
3,11,fresh vegetables,1
3,11,frozen meals,2
3,11,hot cereal pancake mixes,1
3,11,milk,1
3,11,packaged cheese,1
3,11,packaged vegetables fruits,1
3,11,soy lactosefree,1
3,11,yogurt,2
3,0,chips pretzels,1
3,0,fresh fruits,1
3,0,oral hygiene,2
3,0,soy lactosefree,1
3,0,water seltzer sparkling water,2
3,14,energy granola bars,2
3,14,fresh fruits,1
3,14,other creams cheeses,1
3,14,popcorn jerky,1
3,14,trail mix snack mix,1
3,14,yogurt,1
3,22,frozen produce,1
3,22,frozen vegan vegetarian,1
3,18,baking ingredients,1
3,18,dog food care,1
3,18,popcorn jerky,1
3,7,canned fruit applesauce,1
3,7,canned meat seafood,2
3,7,chips pretzels,1
3,7,cookies cakes,1
3,7,eggs,1
3,7,food storage,1
3,7,fresh fruits,3
3,7,fresh vegetables,1
3,7,frozen breakfast,1
3,7,frozen meals,1
3,7,honeys syrups nectars,1
3,7,hot cereal pancake mixes,1
3,7,oils vinegars,1
3,7,paper goods,2
3,7,soft drinks,1
3,7,soup broth bouillon,1
3,9,juice nectars,1
3,23,bread,1
3,23,fresh vegetables,1
3,23,frozen appetizers sides,1
3,23,frozen meals,5
3,23,frozen pizza,2
3,23,juice nectars,1
3,23,refrigerated,4
3,23,soy lactosefree,1
3,23,tea,1
3,23,yogurt,2
3,19,baby food formula,7
3,19,bread,1
3,19,butter,1
3,19,cereal,1
3,19,fresh dips tapenades,1
3,19,fresh fruits,3
3,19,fresh vegetables,3
3,19,frozen pizza,1
3,19,oral hygiene,1
3,19,other,1
3,19,packaged vegetables fruits,3
3,19,spreads,1
3,19,water seltzer sparkling water,1
3,19,yogurt,4
3,10,frozen produce,1
3,10,lunch meat,1
3,10,packaged cheese,2
3,10,popcorn jerky,1
3,10,baby food formula,1
3,10,dry pasta,1
3,10,eggs,1
3,10,fresh vegetables,2
3,10,frozen produce,1
3,10,milk,1
3,10,packaged vegetables fruits,2
3,10,soup broth bouillon,1
3,10,yogurt,3
3,12,breakfast bakery,1
3,12,fruit vegetable snacks,1
3,12,water seltzer sparkling water,1
3,13,chips pretzels,1
3,13,coffee,2
3,13,crackers,1
3,13,energy granola bars,1
3,13,energy sports drinks,5
3,13,frozen meals,1
3,13,frozen vegan vegetarian,1
3,13,milk,1
3,13,nuts seeds dried fruit,1
3,13,packaged cheese,2
3,13,packaged vegetables fruits,1
3,13,paper goods,1
3,13,salad dressing toppings,1
3,13,soup broth bouillon,1
3,13,soy lactosefree,1
3,6,baby food formula,1
3,6,crackers,1
3,6,diapers wipes,1
3,6,dish detergents,1
3,6,fresh dips tapenades,1
3,6,fresh fruits,3
3,6,fresh vegetables,4
3,6,frozen produce,1
3,6,fruit vegetable snacks,1
3,6,juice nectars,1
3,6,oils vinegars,1
3,6,packaged cheese,1
3,6,packaged poultry,1
3,6,packaged vegetables fruits,3
3,6,plates bowls cups flatware,1
3,6,prepared soups salads,2
3,6,soft drinks,1
